Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Tid;Elgeseter NO µg/m³ Day;Dekning;Elgeseter NO2 µg/m³ Day;Dekning;Elgeseter NOx µg/m³ Day;Dekning;Elgeseter PM10 µg/m³ Day;Dekning;Elgeseter PM2.5 µg/m³ Day;Dekning
20.03.2024 00:00;8,1331067022;100;19,6372404838;100;32,0646275248;100;16,829410625;100;3,0655597083;100
21.03.2024 00:00;5,1790516475;100;14,8354334863;100;22,7490244036;100;19,8990449167;100;2,4487012083;100
22.03.2024 00:00;10,613551469;100;26,5483953382;100;42,7659019828;100;48,3866857917;100;5,2386494167;100
23.03.2024 00:00;5,1699374455;100;16,9931152712;100;24,8927796879;100;28,57265875;100;4,0734385833;100
24.03.2024 00:00;4,7781837906;100;13,6583883847;100;20,9594532167;100;15,0841530833;100;3,8051914583;100
25.03.2024 00:00;4,4157711156;100;16,1806865833;100;22,927984848;100;24,2206758261;96;4,2482043043;96
26.03.2024 00:00;4,3948085143;96;13,3338269403;96;20,0490943501;96;41,7853363333;100;5,9436977917;100
27.03.2024 00:00;6,4435895339;100;16,7926902849;100;26,6384950927;100;42,360759;100;5,8547975417;100
28.03.2024 00:00;3,6920273898;100;14,7916693014;100;20,433087153;100;46,718845625;100;8,6043884583;100
29.03.2024 00:00;2,4114851575;100;7,0130050045;100;10,6977543251;100;6,7594547083;100;3,2869198333;100
30.03.2024 00:00;5,1508847358;100;15,278834885;100;23,1493867613;100;36,7485944167;100;5,8749217083;100
31.03.2024 00:00;3,4352560741;100;12,6932535494;100;17,9423248306;100;12,459266375;100;3,2494697083;100
01.04.2024 00:00;4,1505832103;100;9,5678004393;100;15,9098915846;100;19,2784961667;100;4,947759875;100
02.04.2024 00:00;2,9075234729;96;9,3325410222;96;13,7752368888;96;9,0650384583;100;3,38530325;100
03.04.2024 00:00;3,4465745887;100;6,7759563172;100;12,0423222887;100;34,21719;100;4,5070197917;100
04.04.2024 00:00;2,4288516196;100;6,772631245;100;10,4839165197;100;50,751198625;100;4,9903485833;100
05.04.2024 00:00;6,9585052303;100;17,0867473119;100;27,7193433037;100;56,2489252917;100;7,3600884583;100
06.04.2024 00:00;3,7591001384;100;12,2997503736;100;18,0436553851;100;35,633869;100;5,5033816667;100
07.04.2024 00:00;5,028914948;100;16,1076979992;100;23,7918800397;100;6,58903375;100;2,9334208333;100
08.04.2024 00:00;16,4387301363;100;30,7189880745;100;55,8373677227;100;73,1362758333;100;9,336444875;100
09.04.2024 00:00;12,8081476487;92;25,1424702766;92;44,7133198838;92;94,0707945;92;9,5293086818;92
10.04.2024 00:00;4,5574467087;100;13,3557579521;100;20,3195365231;100;6,35108675;100;1,6159775;100
11.04.2024 00:00;8,8375575624;100;21,8375414365;100;35,3413293919;100;5,8898547083;100;2,668984625;100
12.04.2024 00:00;11,7210040421;100;25,5395805959;100;43,4492747722;100;33,2021050833;100;6,7559729583;100
13.04.2024 00:00;4,3319989165;100;12,1254266013;100;18,7447209457;100;40,2658584167;100;5,132189375;100
14.04.2024 00:00;4,2451013234;100;10,0376723773;100;16,5241871995;100;10,3916998333;100;2,7320197083;100
15.04.2024 00:00;6,4897614597;100;17,5024332257;100;27,4187887361;100;35,58121325;100;4,064632;100
16.04.2024 00:00;9,2002912685;92;21,9231962718;92;35,9812413301;92;91,5231776667;100;9,969560375;100
17.04.2024 00:00;8,4988139929;100;20,4045341596;100;33,3907219408;100;40,140334625;100;4,6791315833;100
18.04.2024 00:00;4,2722342797;100;11,970089916;100;18,4980638953;100;24,2926827917;100;3,1421169583;100
19.04.2024 00:00;2,7774158405;100;8,8190845339;100;13,0629759382;100;22,6939976667;100;2,8877791667;100
20.04.2024 00:00;5,7598811625;100;16,0474896329;100;24,8485880491;100;31,70294375;100;4,4643405417;100
21.04.2024 00:00;2,1246849579;100;11,1140794431;100;14,3605980588;100;22,681584;100;4,9413941667;100
22.04.2024 00:00;8,3563272828;100;19,9523887777;100;32,7208568657;100;39,1113952917;100;5,419792875;100
23.04.2024 00:00;10,1206655227;100;17,6412602523;100;33,105637171;100;6,3133856667;100;1,8917955;100
24.04.2024 00:00;6,4176953181;100;16,8293923691;100;26,6356308151;100;17,43528425;100;3,4422845833;100
25.04.2024 00:00;6,885775934;100;16,530137377;100;27,0516030042;100;34,1389521667;100;4,849967875;100
26.04.2024 00:00;7,2202665463;96;15,8902301852;96;26,9227974679;96;25,3779285833;100;3,4721542917;100
27.04.2024 00:00;6,2658181819;100;16,4609470919;100;26,0351172738;100;31,8747177917;100;6,4435903333;100
28.04.2024 00:00;2,5837971426;100;7,7291116628;100;11,6771536968;100;22,22136125;100;3,79827925;100
29.04.2024 00:00;4,4861676203;100;11,8260070545;100;18,6808711784;100;24,8862160417;100;3,068323125;100
30.04.2024 00:00;11,9493573372;100;25,302673539;100;43,5612915502;100;41,7368989583;100;6,2104512917;100
01.05.2024 00:00;1,9532525645;100;8,5486764406;100;11,5332463592;100;18,6863880833;100;5,544245125;100
02.05.2024 00:00;6,709594357;100;19,0998247595;100;29,3520849371;100;39,3223141667;100;7,847903875;100
03.05.2024 00:00;5,9705013012;96;18,0258353906;96;27,1487613789;96;40,1036329167;100;9,2272417083;100
04.05.2024 00:00;4,1886047303;100;15,5472037606;100;21,9473917885;100;29,391457375;100;7,1507379583;100
05.05.2024 00:00;5,0365493049;100;18,5546069973;100;26,2504543353;100;23,2525972917;100;5,7323467917;100
06.05.2024 00:00;2,2596318973;100;7,4702176058;100;10,9229351448;100;34,75733975;100;6,1755974167;100
07.05.2024 00:00;8,0646480038;100;19,541887647;100;31,8646697968;100;23,9021889583;100;6,8703235;100
08.05.2024 00:00;5,2827746711;92;15,0270860535;92;23,0991657509;92;24,3160082917;100;5,3837615417;100
09.05.2024 00:00;3,9183598766;100;9,1264649884;100;15,1137188799;100;11,0125820417;100;4,333429375;100
10.05.2024 00:00;4,1235913489;100;12,1910761568;100;18,4919237378;100;24,8365945;100;4,7887086667;100
11.05.2024 00:00;6,8755029739;100;19,2870635542;100;29,7928320983;100;10,721649625;100;4,39498025;100
12.05.2024 00:00;4,4449469481;100;15,1026394586;100;21,8945183953;100;19,0769905833;100;9,6360439583;100
13.05.2024 00:00;8,2163749829;100;22,5004610774;100;35,0550820512;100;42,968850125;100;10,0500178333;100
14.05.2024 00:00;8,5055602756;100;26,7907983372;100;39,7872944382;100;50,044506875;100;10,7648190833;100
15.05.2024 00:00;8,4143903521;100;26,0886396592;100;38,9458281172;100;40,3745362917;100;10,5209443333;100
16.05.2024 00:00;8,9199628229;100;26,4608023348;100;40,0905055281;100;62,725030625;100;12,2273972917;100
17.05.2024 00:00;3,4285391186;100;12,2717114382;100;17,5105192113;100;34,5652130417;100;7,7998420417;100
18.05.2024 00:00;2,2799037867;100;9,2438254593;100;12,7275184453;100;26,780537875;100;8,9803728333;100
19.05.2024 00:00;3,1193605166;100;8,1419879324;100;12,9083708017;100;12,10281125;100;2,8421490833;100
20.05.2024 00:00;1,5635748556;100;7,626384603;100;10,0155269824;100;11,3687100833;100;3,0553485417;100
21.05.2024 00:00;10,0416412987;100;23,2590071297;100;38,602635034;100;27,9010805;100;5,9975670833;100
22.05.2024 00:00;6,3545303671;100;15,4848716195;100;25,1945940205;100;28,64845675;100;7,49542425;100
23.05.2024 00:00;3,1265548142;100;13,6476259642;100;18,4250017203;100;30,7296765417;100;7,0814101667;100
24.05.2024 00:00;6,9309110984;100;18,794873058;100;29,3853052164;100;34,2007929583;100;10,2313383333;100
25.05.2024 00:00;7,2314501439;100;23,4178039469;100;34,4674597667;100;31,388736875;100;10,0702720417;100
26.05.2024 00:00;2,2484424641;100;12,1303455204;100;15,5659656055;100;23,2076555;100;10,3147698333;100
27.05.2024 00:00;2,2543907471;100;9,5258961383;100;12,9706051999;100;22,6002691667;100;7,2123470833;100
28.05.2024 00:00;4,3302859926;100;13,8558863873;100;20,4725633839;100;14,4309589583;100;4,425978;100
29.05.2024 00:00;3,3775056444;100;10,6442373078;100;15,8050659324;100;18,0180610417;100;5,8019642083;100
30.05.2024 00:00;6,8861595786;100;16,7089984581;100;27,2310502941;100;21,3616469167;100;6,5872784167;100
31.05.2024 00:00;6,5722398909;96;13,7908634447;96;23,833245998;96;19,266456;100;6,1982525;100
01.06.2024 00:00;3,2287746252;100;11,2079589322;100;16,1415265595;100;16,1377298333;100;6,8344639583;100
02.06.2024 00:00;0,2453260716;100;8,401111744;100;8,7759699814;100;14,9750797083;100;7,9047302917;100
03.06.2024 00:00;5,4481787414;100;19,0621265726;100;27,3869436895;100;13,4202858333;100;5,7052109167;100
04.06.2024 00:00;-0,2813254283;100;9,8110942272;100;9,3812289728;100;12,068750375;100;3,9340679583;100
05.06.2024 00:00;;42;;42;;42;4,5715212083;100;2,4858104167;100
06.06.2024 00:00;;0;;0;;0;13,4100381667;100;3,1587019167;100
07.06.2024 00:00;;0;;0;;0;14,7828875833;100;2,8177950417;100
08.06.2024 00:00;;0;;0;;0;7,4062527083;100;2,2482944167;100
09.06.2024 00:00;;0;;0;;0;4,13290275;100;1,7861235833;100
10.06.2024 00:00;;0;;0;;0;3,797958875;100;2,0467394583;100
11.06.2024 00:00;;0;;0;;0;13,94680275;100;2,3833023333;100
12.06.2024 00:00;;0;;0;;0;13,37228975;100;2,96919775;100
13.06.2024 00:00;;0;;0;;0;16,2370295;100;3,6214747917;100
14.06.2024 00:00;;0;;0;;0;19,74857325;100;4,160901;100
15.06.2024 00:00;;0;;0;;0;12,4336664583;100;4,1615352083;100
16.06.2024 00:00;;0;;0;;0;8,88681325;100;3,2574241667;100
17.06.2024 00:00;;54;;54;;54;13,905071375;100;3,2734556667;100
18.06.2024 00:00;6,6944748951;100;13,2675146949;100;23,4966723346;100;15,8090760833;100;5,4234958333;100
19.06.2024 00:00;7,799592959;96;9,793582997;96;21,7113610383;96;9,236465375;100;2,2581359167;100
20.06.2024 00:00;7,5758252649;100;11,2326613601;100;22,8085223649;100;14,3001497083;100;4,06087675;100
21.06.2024 00:00;6,5924420651;100;10,9415777874;100;21,0148292629;100;7,3194549583;100;3,7520859583;100
22.06.2024 00:00;6,4397446287;100;10,1388365084;100;19,978766301;100;10,649806;100;4,2676386667;100
23.06.2024 00:00;3,6930485739;100;5,9473374561;100;11,590315677;100;11,3518719583;100;5,2698883333;100
24.06.2024 00:00;6,0576087224;100;12,219271624;100;21,4752977518;100;17,9018211667;100;6,5385875;100
25.06.2024 00:00;9,2402171823;96;13,3513310168;96;27,4703828714;96;18,7800203333;100;7,6046453333;100
26.06.2024 00:00;10,186352959;100;14,938718162;100;30,5034654834;100;10,5422892083;100;3,4684654167;100
27.06.2024 00:00;8,2035639373;100;14,1759788027;100;26,7110244988;100;20,6079864167;100;7,21366175;100
28.06.2024 00:00;4,7163621917;100;13,0834785512;100;20,2900799802;100;16,7685577917;100;8,9467297917;100
29.06.2024 00:00;5,7166793895;100;9,5189704193;100;18,2540565265;100;10,8468947083;100;4,3577845;100
30.06.2024 00:00;4,1229827954;100;8,2938563956;100;14,5937741069;100;9,364325875;100;3,8571049583;100
01.07.2024 00:00;7,4702487509;100;11,5766356874;100;22,9911757788;100;7,250805875;100;2,3203519583;100
02.07.2024 00:00;6,1427935804;100;11,4143041662;100;20,800492757;100;9,616553375;100;2,734913625;100
03.07.2024 00:00;4,8453235181;100;10,5125287706;100;17,9161831062;100;12,6981477917;100;4,5990880417;100
04.07.2024 00:00;3,9963733435;100;7,9883948288;100;14,0948532977;100;10,4064420417;100;2,988583375;100
05.07.2024 00:00;5,7547835794;100;11,5036837191;100;20,2969930284;100;6,7579754583;100;2,4665681667;100
06.07.2024 00:00;3,5711681639;100;8,2189322307;100;13,6756771852;100;6,0379801667;100;2,6628850833;100
07.07.2024 00:00;3,4824822464;100;7,0959283576;100;12,4171612301;100;5,9119995;100;3,1506389167;100
08.07.2024 00:00;3,8980797658;100;10,694404856;100;16,6506707382;100;7,357184375;100;3,9672852083;100
09.07.2024 00:00;4,7544615952;100;11,6145762035;100;18,879393521;100;8,108368375;100;3,2748211667;100
10.07.2024 00:00;3,7012505368;92;9,7681245426;92;15,4236353628;92;8,723860125;100;3,1987948333;100
11.07.2024 00:00;6,3254812443;100;11,7905401857;100;21,455875527;100;9,6068152083;100;2,9495125417;100
12.07.2024 00:00;4,0552012204;100;11,0917808663;100;17,2881283311;100;10,488453375;100;3,4680325417;100
13.07.2024 00:00;2,6973371398;100;9,4211258702;100;13,5426570199;100;10,2626084583;100;4,6997626667;100
14.07.2024 00:00;3,1934040828;100;11,1431669225;100;16,022688361;100;9,51765825;100;5,2664474167;100
15.07.2024 00:00;1,7686530071;100;6,411693388;100;9,1141951828;100;8,2150239583;100;3,2831487083;100
16.07.2024 00:00;3,2276545579;100;12,3654139959;100;17,2972701605;100;10,077506;100;3,5058;100
17.07.2024 00:00;5,2496280715;96;10,6050859288;96;18,626517622;96;12,92241675;100;4,381378875;100
18.07.2024 00:00;5,3583314906;100;10,2098539154;100;18,397384433;100;4,4024815;100;2,8691551667;100
19.07.2024 00:00;4,4778670062;100;9,7620948543;100;16,6042756397;100;8,0247450833;100;3,3625100833;100
20.07.2024 00:00;3,356888816;100;9,9803525011;100;15,1096786119;100;9,8653889167;100;4,57596725;100
21.07.2024 00:00;0,7655261173;100;6,2994059065;100;7,4691298136;100;10,62999025;100;5,3529528333;100
22.07.2024 00:00;3,4438849878;100;11,1426939865;100;16,4049502479;100;4,3916996667;100;2,4747480833;100
23.07.2024 00:00;7,2346787347;100;13,3793291799;100;24,4339182864;100;6,3122325417;100;2,7879042083;100
24.07.2024 00:00;7,074325244;96;12,0433193499;96;22,8528883227;96;10,7481871429;88;3,6450967619;88
25.07.2024 00:00;5,0080608648;100;11,2288503874;100;18,8811673888;100;11,2114020417;100;4,961432125;100
26.07.2024 00:00;3,9167148252;100;10,6275602883;100;16,6123005412;100;10,7886135417;100;3,3361307083;100
27.07.2024 00:00;4,0792089985;100;9,4308235047;100;15,6638548544;100;7,825137375;100;2,927603375;100
28.07.2024 00:00;2,9667312175;100;6,6319681097;100;11,16513341;100;7,8100929167;100;2,887190625;100
29.07.2024 00:00;4,5105935921;100;11,6625358541;100;18,5547228628;100;7,970322625;100;2,7347572083;100
30.07.2024 00:00;4,9996017236;100;10,2580481368;100;17,8974395705;100;10,0171302083;100;4,36846475;100
31.07.2024 00:00;4,9670238857;92;10,8625766643;92;18,4521891617;92;9,0841777083;100;3,6472264583;100
01.08.2024 00:00;6,7851526861;100;14,6114198304;100;24,9791331347;100;11,3079695417;100;3,7713391667;100
02.08.2024 00:00;6,6853454598;100;11,3296457477;100;21,5448536103;100;10,331561625;100;4,2974474167;100
03.08.2024 00:00;5,4620714493;100;9,1411483585;100;17,4871935331;100;8,34996875;100;3,5387194583;100
04.08.2024 00:00;3,2872174211;100;8,1079587408;100;13,1308269601;100;9,8237110417;100;5,2069606667;100
05.08.2024 00:00;9,4001471299;100;15,7918692802;100;30,1552940948;100;15,6236944583;100;6,698670125;100
06.08.2024 00:00;6,6621882218;100;16,642357335;100;26,8221809379;100;15,7407427083;100;6,372600125;100
07.08.2024 00:00;1,9658956514;96;6,4704160957;96;9,474304651;96;14,401121625;100;5,5246363333;100
08.08.2024 00:00;6,3641756074;100;12,2247020431;100;21,9491623712;100;11,36880225;100;4,3854585;100
09.08.2024 00:00;6,1293619012;100;11,266587651;100;20,632252636;100;8,94366625;100;2,4847345417;100
10.08.2024 00:00;4,5124378722;100;7,0832871717;100;13,9782922404;100;5,309858875;100;1,9066299167;100
11.08.2024 00:00;2,7403598966;100;3,4834844113;100;7,6707543333;100;3,7832929583;100;1,7654757917;100
12.08.2024 00:00;7,8930488787;100;11,8259524881;100;23,8865311748;100;8,573939625;100;2,225037375;100
13.08.2024 00:00;12,9260462883;100;16,7960919508;100;36,5470906793;100;13,115785125;100;4,1345233333;100
14.08.2024 00:00;7,4885321045;96;13,2132451162;96;24,6557221719;96;12,0740321667;100;4,0519135833;100
15.08.2024 00:00;7,913628419;100;12,9944071751;100;25,0864313993;100;10,77135875;100;4,563694375;100
16.08.2024 00:00;5,1549461204;100;10,584699083;100;18,4614567549;100;9,891919875;100;3,2925005417;100
17.08.2024 00:00;5,2363055686;100;10,4824330997;100;18,4835080085;100;7,55006625;100;2,7791835833;100
18.08.2024 00:00;5,0830514411;100;13,5635848531;100;21,3304874552;100;5,32991225;100;2,9196296667;100
19.08.2024 00:00;6,276760547;100;11,552974513;100;21,1438646289;100;7,4683086667;100;2,7357813333;100
20.08.2024 00:00;3,8811557987;100;9,6038829048;100;15,5342889652;100;9,034529125;100;4,357141375;100
21.08.2024 00:00;8,9220320306;100;20,7180688633;100;34,350933806;100;6,26216275;100;3,0875925;100
22.08.2024 00:00;11,1133453541;92;14,7820623407;92;31,7632540418;92;9,2143790476;88;2,2900420952;88
23.08.2024 00:00;6,8705571521;100;14,1898389142;100;24,6880502426;100;7,0432695;100;3,1026241667;100
24.08.2024 00:00;6,0023872568;100;10,4829286492;100;19,6545763776;100;9,9448597917;100;3,3025554167;100
25.08.2024 00:00;3,7007738857;100;9,7993466047;100;15,454129102;100;7,5387877917;100;2,5668328333;100
26.08.2024 00:00;6,1946805604;100;10,5496411968;100;20,0151130931;100;8,515751;100;2,9209045417;100
27.08.2024 00:00;5,0181226876;100;10,2991870654;100;17,9668785321;100;11,3547432083;100;4,4335814583;100
28.08.2024 00:00;15,0716475342;92;20,8647311776;92;43,8942086098;92;15,791906375;100;5,548741875;100
29.08.2024 00:00;8,2880176787;100;19,7455295083;100;32,4096205214;100;18,4890365417;100;10,0081495833;100
30.08.2024 00:00;8,9780040522;100;18,1461983152;100;31,864588507;100;6,945179125;100;3,2247654583;100
31.08.2024 00:00;5,5212341831;100;10,0518007343;100;18,488246566;100;6,3237305417;100;2,5537999167;100
01.09.2024 00:00;3,7686381141;100;11,5100192669;100;17,2684983053;100;12,632891375;100;6,5193294167;100
02.09.2024 00:00;7,994905252;100;9,1491250878;100;21,3653403128;100;10,5359945417;100;3,9588580833;100
03.09.2024 00:00;5,801662345;100;13,3869417978;100;22,251881861;100;6,98083975;100;1,8959159167;100
04.09.2024 00:00;12,1357587469;96;18,9237934176;96;37,4672327829;96;13,3153246667;100;6,1174180833;100
05.09.2024 00:00;11,2586721698;100;20,8743951153;100;38,0776461907;100;20,4185717917;100;7,1674239167;100
06.09.2024 00:00;16,3080232884;100;22,6234843696;100;47,5421439543;100;27,6280789583;100;10,9752449167;100
07.09.2024 00:00;5,6281161479;100;15,7284245548;100;24,3281860289;100;27,341318;100;15,106829875;100
08.09.2024 00:00;6,4824604321;100;16,6353360228;100;26,5405355631;100;23,5579404167;100;11,913801375;100
09.09.2024 00:00;10,2757631434;92;22,548115224;92;38,2494813071;92;15,1483345;100;8,962552375;100
10.09.2024 00:00;8,6887062051;83;22,0669268724;83;35,3432699538;83;1,7683902917;100;0,12523225;100
11.09.2024 00:00;3,5531501434;92;6,6890733745;92;12,1182867935;92;7,9884602083;100;2,0076041667;100
12.09.2024 00:00;6,4574603724;100;10,6249743073;100;20,4919737563;100;5,7972478333;100;1,2430858333;100
13.09.2024 00:00;8,8978576085;100;15,0786561769;100;28,6745826027;100;9,646558875;100;2,2785767083;100
14.09.2024 00:00;7,1760994183;100;13,8308213464;100;24,7959012575;100;10,2002929167;100;3,3149600833;100
15.09.2024 00:00;7,2656062145;100;14,3923700743;100;25,49421637;100;10,0296136667;100;2,9694707917;100
16.09.2024 00:00;10,3039430279;100;18,5239367809;100;34,2683617275;100;10,4784432083;100;3,8254000833;100
17.09.2024 00:00;12,7756867277;100;18,9588364567;100;38,4800857766;100;14,7091532917;100;3,6268072917;100
18.09.2024 00:00;16,4126612194;96;17,5170505971;96;42,5955969403;96;17,6831222083;100;4,3390044583;100
19.09.2024 00:00;15,8563115917;100;20,1312886201;100;44,3597327323;100;19,9983579583;100;5,139662625;100
20.09.2024 00:00;9,3878466302;100;17,2432110973;100;31,5878407482;100;12,5336955833;100;3,3407925417;100
21.09.2024 00:00;3,8807812395;100;12,2145609927;100;18,1443947267;100;8,0109102917;100;2,0888730833;100
22.09.2024 00:00;7,2915552426;100;18,6342388357;100;29,7757352464;100;10,0675577917;100;3,2313505;100
23.09.2024 00:00;12,8585430613;100;18,2361339042;100;37,8839877019;100;10,6348805;100;4,0615137083;100
24.09.2024 00:00;6,0424034105;100;16,0473114081;100;25,2801038193;100;4,0955325;100;1,04104375;100
25.09.2024 00:00;11,0966234216;96;19,4348958937;96;36,390536482;96;3,1772157083;100;1,2187159583;100
26.09.2024 00:00;8,6569470714;100;16,8209041067;100;30,0487192318;100;4,5716856667;100;1,8097947917;100
27.09.2024 00:00;12,9173367667;100;20,8830236728;100;40,6207142523;100;6,72045575;100;2,3881665;100
28.09.2024 00:00;3,2158413089;100;8,0910480372;100;13,0048535571;100;1,751498875;100;0,76902875;100
29.09.2024 00:00;1,9041765691;100;6,6662099955;100;9,5757917931;100;2,2886190417;100;1,4981521667;100
30.09.2024 00:00;21,8135231194;100;32,1313832711;100;65,4624465976;100;14,732067625;100;3,8689125;100
01.10.2024 00:00;12,6735790601;100;25,0431822357;100;44,4084110396;100;14,3236645417;100;3,536018625;100
02.10.2024 00:00;7,8424030001;100;18,1772065044;100;30,1603982886;100;5,9721216667;100;2,9761172083;100
03.10.2024 00:00;5,9116054866;100;12,901348005;100;21,9342811886;100;5,191688125;100;1,2855547917;100
04.10.2024 00:00;;42;;42;;42;4,3595575909;92;2,0216177727;92
05.10.2024 00:00;;0;;0;;0;4,2023487083;100;3,0874722083;100
06.10.2024 00:00;;0;;0;;0;3,6125500417;100;2,468020625;100
07.10.2024 00:00;;0;;0;;0;12,033328875;100;3,8457590417;100
08.10.2024 00:00;;0;;0;;0;13,306574;96;2,929819913;96
09.10.2024 00:00;;0;;0;;0;6,223218875;100;2,9301659583;100
10.10.2024 00:00;;0;;0;;0;4,493925625;100;2,2053159583;100
11.10.2024 00:00;;46;;46;;46;7,1588205;100;1,757019125;100
12.10.2024 00:00;2,4884241761;100;4,788788346;100;8,5911004871;100;5,6217428333;100;1,5107515833;100
13.10.2024 00:00;2,7571947991;96;7,4430856065;96;11,6560792596;96;8,85071125;100;1,7155364583;100
14.10.2024 00:00;7,1205422655;100;16,5967529874;100;27,4769415691;100;4,563521125;100;2,6786962083;100
15.10.2024 00:00;20,8619794032;100;29,8822869203;100;61,7593914483;100;7,0500970833;100;4,227181875;100
16.10.2024 00:00;45,5165743356;100;27,4845138679;100;97,0338394528;100;18,23768175;100;7,52312925;100
17.10.2024 00:00;7,8585307445;100;14,3754806625;100;26,3833156401;100;22,0400388696;96;4,5647466957;96
18.10.2024 00:00;46,8596101741;100;31,4784072987;100;103,0798916447;100;64,6606387083;100;9,010383;100
19.10.2024 00:00;18,4438408021;100;19,6613396671;100;47,8435284127;100;34,7063575417;100;4,6312592917;100
20.10.2024 00:00;10,4937916152;100;12,4126598966;100;28,4471734846;100;5,0292526667;100;3,113970375;100
21.10.2024 00:00;4,1163503352;100;7,8253352722;100;14,1151185844;100;14,69773525;100;1,7634925417;100
22.10.2024 00:00;13,2308865138;100;22,5632521909;100;42,780046784;100;22,504603125;100;2,6924386667;100
23.10.2024 00:00;3,7237878935;96;10,0499976072;96;15,7399455085;96;2,7535489565;96;0,8662416087;96
24.10.2024 00:00;18,5856867743;100;29,8445130658;100;58,2434424569;100;20,539542625;100;5,1441722917;100
